GPSTime,easting,northing,altitude,vel_east,vel_north,vel_up,roll,pitch,heading,angvel_z,angvel_y,angvel_x
1734989257886804,-5.20750868123974,-0.886456124268455,-0.190449079837722,0.0008493820715342706,-0.0007556622873848287,0.0019962693526669076,1.3917259231805914,-1.3942400580532426,0.15023708152929494,0.003811260173438527,0.001113157896024047,0.0013140698297283027
1734989257986805,-5.207526548873263,-0.886429871962627,-0.19042087448750708,0.00014362299306152514,-0.0009076599153654916,-0.0013333356207384857,1.3917011538636457,-1.3942370084717626,0.15028369202068287,-0.0024843010158647357,0.0012900657026731319,-0.000294240587153475
1734989258086806,-5.207531420885062,-0.8864416107135595,-0.1904047349582712,-0.000622502248937881,0.0018304379793042153,0.0021956577121314733,1.3917608706859341,-1.3942329105103197,0.15019104104201322,-0.0029998423023304736,-0.003071350170738584,0.0025380944310654896
1734989258186808,-5.207513941512516,-0.8864327874531268,-0.19038852056693856,0.0006241164281232144,-0.001061005602927232,-0.0004989781758506107,1.391775636502588,-1.3942173655353909,0.15019260934358858,0.002576973854845802,-0.0005282198042975429,-0.001179640136065534
1734989258286809,-5.207503163928206,-0.8864134813307295,-0.19035805881132406,-0.0012278496622972084,0.003246059687481387,0.0001996493079419691,1.3917893902971752,-1.3942119927285128,0.15016927792480347,-0.0022830162044959095,-0.003890818540012856,0.000435215641928819
1734989258386810,-5.207460146256244,-0.8863783815146322,-0.190358961315746,0.0008803658214016525,0.0005343618592968778,2.8316987039474823e-05,1.3917905049539006,-1.3942169101000352,0.15017830294032075,0.004368911754122896,-0.0037094023676261323,-0.0011304092157737374
1734989258486811,-5.207395378071569,-0.8863529965616441,-0.19032466940481052,0.000846705810532909,9.129956613322363e-06,-0.0008121663401706628,1.3918019978120129,-1.3942077699899869,0.15016130850358198,-0.001597982136495377,0.003715850094030913,-0.0009457106264698243
1734989258586812,-5.207338600404749,-0.8863231440591275,-0.19031780911414858,0.0014580323817810728,-0.0003947238079012809,-0.002027310892925933,1.3918201153441154,-1.3941991798232876,0.1501335460467114,-0.0010499809243737733,-0.0012624754041138605,-0.00444065141264007
1734989258686812,-5.2072774326878415,-0.8862766090478128,-0.19029413451851454,0.00014552689652167557,0.000321777789201132,-0.00022029665190443045,1.3918889981322027,-1.3942015051675438,0.15007213803806038,-0.0004016594197273869,0.003210884663792855,-0.00010886242773276897
1734989258786813,-5.207219736405966,-0.8862670353777257,-0.19028251820707787,0.0014445392591901705,-0.002266549310708562,-3.236786701059742e-05,1.3918422124684535,-1.394192531579391,0.1501289514856262,0.0010591532106499519,0.0016893842244683638,-0.0007650689349334659
1734989258886814,-5.207181231201085,-0.886228529500054,-0.1902326648517415,0.00020922421493756204,0.00040351028339434287,0.0016488844615962978,1.3918236135474982,-1.3942101922016146,0.15012197514958123,0.00024596637530379935,0.002402037567250018,0.0024342329201121225
