GPSTime,easting,northing,altitude,vel_east,vel_north,vel_up,roll,pitch,heading,angvel_z,angvel_y,angvel_x
1627411476075674,-91.36019476177427,69.68431300884757,-0.5707299441762401,-4.07845047202559,4.352711201077743,0.001958628339216179,1.5916280918347054,0.7329464114689169,0.018832328062023194,0.16141309016418193,-0.34706193957994735,0.0374342933513429
1627411476175675,-91.77515491591369,70.11002884065438,-0.5722694772517424,-4.2372123753659,4.1657685249347285,-0.0094115338243269,1.5840138359116251,0.767910774154916,0.004794050717537865,0.06364792714479006,-0.3411473581457976,0.08912744184306155
1627411476275676,-92.20845405111133,70.51358869996558,-0.572895326487588,-4.448308996588157,3.886684501428409,0.016243953316371042,1.5772562407300361,0.8019086338627591,-0.007845498967393094,0.021874931577077792,-0.3278327514420272,0.010858906725524444
1627411476375677,-92.66754930771184,70.88834394173128,-0.56501490628489,-4.707818185502769,3.675464685760807,0.14675796340655584,1.5751743654106922,0.8375360030027896,0.0004599630821590191,-0.09069299853913773,-0.37337704854429676,0.05548450233206432
1627411476475678,-93.14067172880563,71.24984882286944,-0.5555824783421647,-4.73961037973256,3.548527199087263,0.062167398899273245,1.5832628102084874,0.8759524905073249,0.008285363223013306,0.022716695368725594,-0.3864685694424629,-0.088924513359225
1627411476575678,-93.61530532781852,71.59739244137849,-0.5485284578805902,-4.771446765594605,3.3840342823270406,0.04801419864839658,1.585867728341855,0.9141457273331183,0.007772603868746254,0.12845913921569166,-0.3803425558250057,0.028680825856864968
1627411476675679,-94.0970640807057,71.92749762130896,-0.5472071803872609,-4.89790905962436,3.192970347790581,0.002301676672539851,1.5847619497914311,0.9520140638007399,0.002862972934352741,0.07820503204966647,-0.3750009921941529,-0.024353676850157158
1627411476775680,-94.59649751755283,72.23173887658318,-0.5453876242466981,-5.079309066235876,2.9093759339576857,0.04998442013846421,1.5920236099055047,0.9890739716994068,0.008863581629549918,-0.1796286129764788,-0.3656370222778698,-0.009274872419869082
1627411476875681,-95.10789038586086,72.50767534298174,-0.5422746984258829,-5.147065568076793,2.630088167664579,0.05551811793855245,1.598433095673428,1.0263793184602692,0.01738144974193456,-0.09029442678818576,-0.39094850671280157,0.01007587773134933
1627411476975682,-95.62766136079185,72.75604295035477,-0.5375995081429487,-5.242182887464291,2.3874199163458103,0.03279891731825553,1.5993089109953347,1.0658682157333572,0.027001325423747793,-0.17416592933865824,-0.40072903768001694,-0.009364223409332897
1627411477075682,-96.1558478724302,72.98685310032725,-0.5380743322199553,-5.321438715835784,2.2623081782316206,-0.01932296139051208,1.605172201424913,1.105753775321071,0.03448841073087807,-0.0837096042051272,-0.40637504321631873,0.04737062509365423
1627411477175683,-96.69089338257885,73.20661917219995,-0.5469591560469732,-5.382219991854214,2.113373926921882,-0.1495739111599993,1.6126716572961632,1.1458075924296065,0.03907458323560523,0.1689168867948251,-0.3739991578469611,-0.1310847681075621
1627411477275684,-97.2367972678453,73.40376937981725,-0.5540902849547837,-5.514674567757534,1.826628089424256,0.013926935557848399,1.6395256432420504,1.1851419502514895,0.06689283611479105,-0.005601714302589039,-0.39144447156073836,-0.011886188407127986
1627411477375685,-97.7889023128537,73.57463021717965,-0.5529592749264942,-5.551567144900422,1.568136425475563,-0.012513273061337864,1.6593307285697416,1.2236490939397764,0.08506634981428692,0.09768518617276577,-0.3846799744886658,-0.05750404302530272
1627411477475686,-98.34459482359999,73.71936532910306,-0.5548250458492816,-5.551897535664685,1.3208859215209554,-0.03333969599181662,1.683450595914813,1.2619818057794259,0.11513016153504305,0.024645283353222254,-0.3940061023167999,-0.013277425876491703
1627411477575687,-98.89462496290194,73.8485372941865,-0.5596121085261087,-5.466121670887625,1.2632575882121726,-0.08579139782643648,1.685996249984268,1.3017701487033195,0.11882423254332154,0.15879411399976834,-0.4040624975130696,0.1019466765233106
1627411477675687,-99.4434837295933,73.9647365525897,-0.5717105277306465,-5.554633412942155,1.0166503157273845,-0.13114809849220396,1.6723397538017033,1.342602362616385,0.09242107330613399,-0.18842842359783218,-0.4069498388674459,0.02070107198367288
1627411477775688,-100.00514233432291,74.05013602706396,-0.5844544241428697,-5.69917379054776,0.7232533584754414,-0.007350295243696791,1.6922321856506455,1.379737145113668,0.1142574553408068,-0.16824800699767825,-0.37746390085927206,0.12185275216210503
1627411477875689,-100.57433776488429,74.10498198516902,-0.5896685594284701,-5.678846959580458,0.41340910832404226,-0.060586727791838844,1.7303389156241902,1.4153832423080766,0.15920151288931408,-0.21005025022710605,-0.3526936504703298,-0.08681053146827217
1627411477975690,-101.14403065839046,74.13915151031661,-0.5873072502794994,-5.707786470261723,0.3299402844534521,0.08840566860451003,1.761993892645118,1.4495988378448486,0.2019772960511495,-0.06854272164517361,-0.3452797433837634,0.09471437253905533
1627411478075691,-101.71643075457024,74.17290601506389,-0.5798284288687191,-5.752310503298085,0.3277706948811099,0.028111720808567237,1.7525901749625648,1.483880413370855,0.19020043743763904,0.014751347645691222,-0.31853073449374647,0.0589638518777505
1627411478175692,-102.29427688993046,74.20120451251839,-0.5834362663571433,-5.807184495947393,0.18464754630493657,-0.08520529320981149,1.761720570767521,1.5128743903443778,0.19363714642141996,0.1144293730093811,-0.2642219423323623,0.051245539758588046
1627411478275692,-102.88071040193624,74.20894885222735,-0.5926229741059947,-5.932288696533739,-0.044933001878844935,-0.06053480230270117,1.7048306285475636,1.5368326336112594,0.14100303654598223,-0.022275284454948835,-0.21472132201217134,0.09169440205013334
1627411478375693,-103.47807142489772,74.19755745605053,-0.5962101053509832,-6.025281548798432,-0.1822016928733344,0.005621520815029464,1.730037618666519,1.5568691311078084,0.17311337042925734,-0.04628621078535655,-0.19793107525709297,-0.047193639224807286
1627411478475694,-104.08724975886406,74.18033821864665,-0.5878082995123808,-6.142576948206081,-0.15115328662250488,0.11145541982226329,-2.5418261026542273,1.5636763381520977,2.1920073656125525,0.02632577883014534,-0.16455145796397266,-0.02286742006000157
1627411478575695,-104.7042610840969,74.17230875042569,-0.5792922632926815,-6.192520051784513,-0.009807899526244356,0.0496029292795247,-2.03580943178837,1.5508653623783455,2.6948721084111793,0.07990345032747481,-0.12402145274033413,-0.01311443370951609
1627411478675696,-105.32400432486125,74.17202497170467,-0.576900350850114,-6.215248306079535,-0.03330037631446753,0.0026353386614051616,-1.8270055733234392,1.541700109887095,2.8904093606052523,-0.055223571845502945,-0.09400582915865806,0.03139999719520035
1627411478775697,-105.94984526412767,74.15751668922717,-0.5792472283183081,-6.311723774406584,-0.2330590890218,-0.025901915846985635,-1.7196353079283284,1.5333570768894418,2.9976434817602224,-0.1306164975745523,-0.07438696408975914,0.003968513776716861
1627411478875697,-106.58730853980424,74.12363078994348,-0.5818439097220796,-6.431623499740418,-0.4115120439716664,0.00031396544490284333,-1.7492428390648171,1.5258881851865056,2.9745075780635815,-0.14990702654706053,-0.05328147126221331,-0.024530009974098797
1627411478975698,-107.23451308520731,74.07968152055534,-0.5821604690277992,-6.511816623266328,-0.3599007733017701,-0.018345809183729935,-1.821358035359175,1.5212191048928212,2.9184225343763224,-0.20224397168789413,-0.01921463096372487,-0.07075440794593248
1627411479075699,-107.88781855099978,74.05410741477458,-0.5803136698593427,-6.554262943330046,-0.15330489610543124,0.1031353925103481,-1.8901911366598885,1.5192598828554356,2.846210378561358,-0.08854176876030494,-0.0004821991717401563,0.05873072836548956
1627411479175700,-108.53964658038316,74.04060351993208,-0.5709523746188347,-6.498728595092571,-0.11571851307941346,0.044531482339458736,-1.7814026315634597,1.52216440674693,2.95593821281237,-0.06705556514188307,0.031027750139361706,0.0306485187305794
1627411479275701,-109.19413115203169,74.02900282473645,-0.5659162993533637,-6.599346656564763,-0.1226567902782392,0.032762133585686325,-1.5999017832888496,1.5285129681230623,3.1361882062920587,-0.0419767946444692,0.0730605783482555,0.09885115447276235
1627411479375701,-109.85954718844287,74.01573872193447,-0.5647645586102247,-6.715087586186311,-0.11448088498489141,0.004048851134325764,-1.372196395716191,1.5360028064129287,-2.913846336847328,-0.09472871468698268,0.08820305834889892,0.06801993851348484
1627411479475702,-110.5387161862439,74.01091808296147,-0.561877296377392,-6.872982961387701,0.018525659327921946,0.061272154564332,-1.2759360276686045,1.5450908783730486,-2.8132458488207095,0.02118182411087541,0.1055655207582162,-0.08726354909437302
1627411479575703,-111.23254891927648,74.02001941631401,-0.5494685035662816,-6.9643881307503,0.14538300459252362,0.16538085227133328,-1.6224057163871446,1.5585659042826312,3.1237414420486287,0.0687841101351412,0.14079224796304507,-0.07320572796536942
1627411479675704,-111.92698601574655,74.04037242265173,-0.531611114265424,-6.920271688543294,0.24346726771479807,0.16864413216283397,2.476414416967854,1.5654875663227878,0.9407738942077892,0.005377850866841836,0.15633103970687226,0.0014637557058145647
1627411479775705,-112.61857590848203,74.07315006714752,-0.5185316674509596,-6.928171670841892,0.40142886736243993,0.08587560767107755,1.6120791993676564,1.5498171541533066,0.07994799141343573,0.019542783764039676,0.19566243875283795,0.04276869128607039
1627411479875706,-113.31324318151451,74.12319160207073,-0.5147396214099157,-6.970235263461009,0.5951943268247417,0.019309098130229414,1.4923503531276445,1.529246810688717,-0.03663470121295443,0.03649165166661464,0.21119563134623467,0.031062652351303496
1627411479975707,-114.01330990181052,74.19179341267488,-0.510877813003783,-7.046045693338419,0.7460417813658913,0.08889022564646053,1.493023490272392,1.5082327760469314,-0.03587453962566649,-0.016600833882720368,0.20203185788949363,0.004286391238815686
1627411480075707,-114.7223043159357,74.27343334289235,-0.5005573879063242,-7.1271116312257865,0.8918830098735594,0.09191494141786707,1.5684920964887044,1.4870090192929746,0.043217102187688906,-0.011507682000401505,0.21461003376061275,-0.11394664858842865
1627411480175708,-115.43554014228529,74.37297386826344,-0.4912308047498536,-7.096842935848177,1.1145931685271573,0.09711017483359304,1.6430077559126264,1.4639156507481157,0.1183046516874629,0.0058009413187139125,0.2259206425922554,-0.05375744876988497
1627411480275709,-116.14023121703747,74.49859838283639,-0.48003874900616383,-6.993711575954729,1.362120376862832,0.10306754153818193,1.6235691438337094,1.4409719891384172,0.09243340754297698,0.1964591006705574,0.23812771438235786,0.0002169119582112462
1627411480375710,-116.83909422795172,74.6414907286397,-0.4681901933251904,-6.990139363984574,1.4656613858750573,0.11227213920458722,1.5773030717366192,1.4166241153353492,0.04442583597378489,0.03916651267674949,0.2591865147544521,0.07529157983388304
1627411480475711,-117.53725985360312,74.79706663741685,-0.4586706579707115,-6.979472087388139,1.67158890674261,0.07720351614003874,1.5245540923638337,1.3895826650106733,-0.005759826878809227,0.037544421274061955,0.2718693190758684,0.06478991098272571
1627411480575712,-118.23842071758881,74.97904934273153,-0.4490827930831152,-7.05758383906023,1.9613567751890355,0.12847837656502242,1.5078309606000335,1.363379774429666,-0.030144323312207743,0.022801838333229015,0.24237932352403635,0.012004564069769264
1627411480675712,-118.9487820481602,75.18838343125256,-0.4357404928157679,-7.1502089944436715,2.200848231470723,0.17020218939687934,1.5321489909714392,1.3401873896181535,-0.012131605222754579,0.20545701066383573,0.24255756653701907,-0.01043051935452063
1627411480775713,-119.66455545165567,75.41553738770364,-0.4231982651508461,-7.161360502121494,2.3101121258680197,0.1086942606075991,1.5692267324325921,1.3146083381494873,0.01762585341924842,0.06962499748574838,0.26247320354295245,-0.11894028966051193
1627411480875714,-120.37997374755102,75.65357335613191,-0.41082391095158166,-7.150917278633948,2.430782311856007,0.13643023083262237,1.589371627756205,1.2887246092870845,0.03773043299423144,0.05792103608405003,0.23964902727527387,0.01047773038184596
1627411480975715,-121.09217400271653,75.90449705963829,-0.4003379610418927,-7.109686454776958,2.578226487576219,0.07885767854049726,1.5856223461642611,1.2649713523959312,0.03794072180295471,0.004217590486129543,0.22099058690804788,0.0166394643142508
1627411481075716,-121.80204409022303,76.17361127430883,-0.39487159078217665,-7.0982740516203915,2.7722698418817635,0.029057530623120827,1.5708476061622607,1.2429544053775283,0.023731916799907462,0.06265200984030538,0.20387746095960851,0.03136501160250798
1627411481175716,-122.51305130584976,76.46329692033576,-0.3893446110539691,-7.12301535850499,2.9899307273400044,0.010076427800618692,1.5566878156482007,1.2223732548165729,0.008286149983491836,0.1668878622051497,0.2096783334823568,-0.06466439257976668
1627411481275717,-123.22984828483324,76.77025003182688,-0.38179835144600127,-7.2088043249943485,3.125225173614143,0.12248904251995821,1.558088821057264,1.203015141617408,0.006384551659739757,0.026183376207420346,0.18447541662914066,0.028744838863781954
1627411481375718,-123.95257798811205,77.08985945379635,-0.370542332317207,-7.24837100454659,3.260412010124644,0.09475832017947111,1.5615716748943644,1.1850885713917085,0.009376212718476456,0.014864740680675047,0.16062485021101044,-0.0371339397564612
1627411481475719,-124.67949340689532,77.42501835596939,-0.3616011396072992,-7.282396667575387,3.422275357815482,0.07871566673719843,1.5724689483710126,1.16890734124744,0.01866701299420947,0.03070995535183021,0.15493148263103243,-0.04769769147799012
1627411481575720,-125.408966934873,77.77207201306834,-0.35218472015218183,-7.30806951628831,3.5137612628357093,0.1010252511436951,1.5752981890770643,1.1547320521350002,0.022351630067628216,-0.025229771972783494,0.13743148556204443,0.002034315054562694
1627411481675721,-126.14030019616655,78.12986652207506,-0.3427369165596586,-7.3195503390207755,3.6352219822697305,0.07181308186106601,1.5744186231635429,1.1412296293478417,0.02213683701824916,0.026344047355724626,0.1300988736962461,-0.012611882718793372
1627411481775721,-126.87391223408606,78.49989441854666,-0.33593693435278843,-7.3620484946200015,3.761065923653982,0.06929673515746422,1.5682773362337348,1.1289415567723748,0.01677233532504182,0.024703034527586355,0.11667895815684738,0.048924937788063845
1627411481875722,-127.61314845900503,78.88198379854727,-0.3303246134103176,-7.435026232889134,3.873016019556004,0.06990401458550083,1.5660894112576689,1.1178568886868112,0.015526971250892432,-0.012483505143218703,0.1048379775086497,0.00012475928748989875
1627411481975723,-128.360286412814,79.27448839480313,-0.3220924483901614,-7.508092043664977,3.9725066455937714,0.09679492865955353,1.5689521695400632,1.107702496146952,0.019999700136368162,-0.02277852796107608,0.09302436484072638,-0.00804320881472091
1627411482075725,-129.11323246737146,79.67739040860634,-0.31293760491969264,-7.544759638926734,4.092112099970977,0.08552139865615793,1.571889456071625,1.0989115557256661,0.025163459995243175,0.005252488347685251,0.0875874096514979,-0.014243220918811887
1627411482175726,-129.86920474331941,80.09144118956435,-0.30454783370013294,-7.5836790105049365,4.198507398520512,0.07811398466578197,1.5712913029929394,1.091501707877484,0.02445381237351415,-0.020498081694540628,0.06851596455831782,0.008691363004332835
1627411482275727,-130.63220459566818,80.51415995771649,-0.2969390727356464,-7.6920077627245,4.2644754359908035,0.11309807234405975,1.5687211923321434,1.085082768252685,0.023890652775426013,-0.12745031776690094,0.058534802662247025,0.08394226432787244
1627411482375727,-131.40347705028165,80.94253982140856,-0.2910922062255939,-7.736593002958864,4.324744598091613,0.05008557769061883,1.571442198571076,1.0793594250807421,0.02940582116402782,-0.046002807357767524,0.04902495002579028,-0.04629032554818076
1627411482475728,-132.1815685318705,81.38107320060332,-0.2842872341136031,-7.82009364040654,4.428235042528189,0.07175294038702183,1.5750032236985132,1.0744391847861121,0.032729199026270354,-0.0017495435208637856,0.03896114933682414,0.015509406936291973
1627411482575729,-132.96633618444136,81.82705683352383,-0.27711884666381326,-7.887141361483961,4.472719630550931,0.07362673280112914,1.5740839865027942,1.0696650177145905,0.03477260254604198,-0.02377060700036354,0.04243588165581548,-0.009436831413710326
